user_id,user_name,reason,date,mod,server
257935222895542273,Fleury#2555,Banned for being a dick and a troll and generally being a nuscance,2021-01-11,nobleway#6969,PC Help Hub
774453225838346240,KittyMusc#8110,posting child p**n,2021-01-12,Starzlite#0722,PC Building 101
733267958469492736,normal person#3890,12 years old. Breaks Tos age,2021-01-12,Starzlite#0722,PC Building 101
746214281464512533,Joss#2116,smh,2021-01-13,Grxffiti#5047,PC Building 101
573327381717057545,AQ  JugularBongo#5046,underage,2021-01-13,EdwardL#9561,PC Building 101
358680678004424715,Cam.#6517,Illegal shit idk the exact term,2021-01-14,Grxffiti#5047,PC Building 101
530609146635223045,rivers#1111,This is not a marketplace.,2021-01-14,EdwardL#9561,PC Building 101
671136372794458125,Drizz#4406,Racial slurs. Fairwell you insignificant manchild,2021-01-16,Jackonian#0001,PC Help Hub
792202420687077386,le fishe#7638,I always get the last laugh,2021-01-17,Grxffiti#5047,PC Building 101
734881537816002570,cooldode77#3620,Self Advertisement,2021-01-19,nobleway#6969,PC Help Hub
745865706964385814,Decks#5664,telling off staff when already warned,2021-01-20,DarkLink909#4470,PC Help Hub
655469180434513930,swiggle#0007,just came to the server to troll,2021-01-20,Aidy#2103,PC Help Hub
234642266906427403,Danni#1792,Just came to the server to troll,2021-01-20,Aidy#2103,PC Help Hub
128745614598078464,Ralicx#1458,Just came to the server to troll,2021-01-20,Aidy#2103,PC Help Hub
370361695220269066,AuroraWolf#3453,just came to the server to troll,2021-01-20,Aidy#2103,PC Help Hub
411345046722445314,S.F. ♛ Intruder#4324,trolling,2021-01-20,Aidy#2103,PC Help Hub
801434438210420756,kekma.net#5316,advertising,2021-01-20,Aidy#2103,PC Help Hub
652912465843191819,Tide#1324,part of the trolling group,2021-01-20,Aidy#2103,PC Help Hub
288149181665640457,mathias#2599,"Context or not, stop being a fucking manchild and arguing about whether your homophobic terms are fine. Not for you to decide. Suck on my context.",2021-01-21,Jackonian#0001,PC Help Hub
210586784621395969,fregley#0001,Racial Slurs and hard r,2021-01-21,nobleway#6969,PC Help Hub
381174376516550658,cirrus vision jet#6351,"Hostile, trolling, pinging staff for no reason",2021-01-21,Smaen#9999,PC Help Hub
755566990386659460,Damers#8670,go away,2021-01-22,nobleway#6969,PC Help Hub
287714742619996161,regime#0001,asking for sex?,2021-01-22,Grxffiti#5047,PC Building 101
395759371239292949,i cant think of a name#7178,trol,2021-01-23,Grxffiti#5047,PC Building 101
382630458799947809,BabyLungs#0058,troll,2021-01-23,Grxffiti#5047,PC Building 101
487529697090076682,Javs#4344,advertising,2021-01-23,DarkLink909#4470,PC Help Hub
